Id,SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Species
8052,7.8,3.3,6.5,2.5,Iris-virginica
8053,5.7,2.7,4.0,1.3,Iris-versicolor
8054,6.8,3.2,5.9,2.6,Iris-virginica
8055,6.8,2.7,5.7,1.9,Iris-virginica
8056,6.5,3.0,5.9,2.0,Iris-virginica
8057,6.7,3.0,5.9,2.1,Iris-virginica
8058,6.7,2.1,6.1,1.7,Iris-virginica
8059,7.0,2.8,5.9,1.9,Iris-virginica
8060,5.2,3.4,1.6,0.3,Iris-setosa
8061,6.3,3.4,5.2,1.8,Iris-virginica
8062,4.9,3.2,1.6,0.2,Iris-setosa
8063,6.4,3.2,5.6,2.1,Iris-virginica
8064,5.6,2.4,4.2,1.3,Iris-versicolor
8065,4.1,3.4,1.5,0.2,Iris-setosa
8066,5.3,2.6,5.0,1.6,Iris-virginica
8067,5.0,3.5,1.3,0.2,Iris-setosa
8068,4.2,2.6,1.2,0.0,Iris-setosa
8069,6.4,2.8,5.3,1.9,Iris-virginica
8070,6.1,3.0,5.0,1.7,Iris-virginica
8071,5.9,2.6,4.6,1.5,Iris-versicolor
8072,5.0,3.4,1.5,0.3,Iris-setosa
8073,6.1,3.1,4.5,1.5,Iris-versicolor
8074,5.1,2.5,3.9,1.1,Iris-versicolor
8075,4.8,3.3,1.3,0.1,Iris-setosa
8076,6.3,3.3,5.2,2.1,Iris-virginica
8077,7.3,3.7,5.6,1.7,Iris-versicolor
8078,5.8,2.9,5.0,2.4,Iris-virginica
8079,5.1,2.6,3.6,1.2,Iris-versicolor
8080,6.1,3.0,5.7,2.6,Iris-virginica
8081,6.3,2.7,5.9,1.8,Iris-virginica
8082,6.8,2.7,5.3,1.7,Iris-virginica
8083,4.9,3.6,1.6,0.3,Iris-setosa
8084,5.6,4.2,1.8,0.4,Iris-setosa
8085,5.7,2.8,3.8,1.0,Iris-versicolor
8086,6.4,2.9,5.7,1.9,Iris-virginica
8087,7.6,3.0,6.1,2.0,Iris-virginica
8088,6.4,3.0,4.4,1.3,Iris-versicolor
8089,7.2,3.2,5.0,1.4,Iris-versicolor
8090,6.3,2.8,5.2,2.3,Iris-virginica
8091,5.4,2.9,4.7,2.0,Iris-virginica
8092,4.9,3.6,1.6,0.3,Iris-setosa
8093,6.6,2.6,5.5,1.7,Iris-virginica
8094,6.8,3.1,5.5,1.6,Iris-virginica
8095,6.3,2.6,4.9,1.5,Iris-virginica
8096,5.5,3.4,4.5,1.8,Iris-virginica
8097,5.7,2.5,4.3,1.2,Iris-versicolor
8098,6.9,3.3,5.4,2.2,Iris-virginica
8099,6.4,2.9,5.2,2.1,Iris-virginica
8100,6.3,3.0,5.0,1.8,Iris-virginica
8101,6.5,3.0,5.5,2.1,Iris-virginica
8102,6.4,2.9,5.4,2.1,Iris-virginica
8103,5.7,2.7,4.2,1.2,Iris-versicolor
8104,4.9,3.2,1.6,0.1,Iris-setosa
8105,6.2,3.1,4.9,2.1,Iris-virginica
8106,6.3,2.3,5.3,1.7,Iris-virginica
8107,5.4,2.5,3.9,1.0,Iris-versicolor
8108,5.2,2.7,4.1,1.5,Iris-versicolor
8109,5.2,3.6,1.3,0.2,Iris-setosa
8110,4.9,3.5,1.6,0.2,Iris-setosa
8111,4.6,3.6,1.0,0.3,Iris-setosa
8112,5.8,2.7,4.1,1.2,Iris-versicolor
8113,5.1,3.2,1.3,0.4,Iris-setosa
8114,5.1,3.9,1.6,0.4,Iris-setosa
8115,5.7,2.7,4.2,1.4,Iris-versicolor
8116,5.2,3.2,1.3,0.0,Iris-setosa
8117,7.0,3.4,6.1,2.3,Iris-virginica
8118,7.3,3.4,5.9,2.1,Iris-virginica
8119,6.9,2.4,5.3,1.3,Iris-virginica
8120,4.6,3.2,1.5,0.0,Iris-setosa
8121,6.5,3.4,5.1,2.3,Iris-virginica
8122,6.1,3.2,4.8,1.7,Iris-versicolor
8123,6.4,2.7,4.2,1.1,Iris-versicolor
8124,6.4,2.8,4.8,2.1,Iris-virginica
8125,5.7,2.7,4.8,1.8,Iris-virginica
8126,4.9,3.5,1.2,0.1,Iris-setosa
8127,4.9,3.5,1.0,0.1,Iris-setosa
8128,5.2,3.4,1.5,0.1,Iris-setosa
8129,6.6,3.3,4.7,1.7,Iris-versicolor
8130,7.1,3.1,5.9,2.4,Iris-virginica
8131,7.6,3.3,6.4,2.0,Iris-virginica
8132,5.1,3.2,1.2,0.2,Iris-setosa
8133,7.0,2.5,5.7,1.6,Iris-virginica
8134,4.7,3.1,1.4,0.2,Iris-setosa
8135,5.5,2.9,5.1,1.9,Iris-virginica
8136,5.7,2.5,3.6,1.0,Iris-versicolor
8137,6.5,2.9,4.8,1.4,Iris-versicolor
8138,5.3,3.9,1.6,0.1,Iris-setosa
8139,6.0,2.7,5.0,2.0,Iris-virginica
8140,6.9,3.1,6.0,2.1,Iris-virginica
8141,6.4,2.9,4.4,1.3,Iris-versicolor
8142,5.7,2.4,4.7,1.5,Iris-virginica
8143,5.1,3.3,1.5,0.1,Iris-setosa
8144,5.0,3.6,1.5,0.1,Iris-setosa
8145,5.0,3.1,1.6,0.3,Iris-setosa
8146,6.4,2.8,4.7,1.4,Iris-virginica
8147,7.0,3.0,6.2,1.9,Iris-virginica
8148,6.0,3.2,4.4,1.4,Iris-versicolor
8149,5.0,2.5,3.6,1.0,Iris-versicolor
8150,6.7,3.3,5.5,1.9,Iris-virginica
8151,5.2,2.2,3.5,1.1,Iris-versicolor
8152,4.6,2.9,1.6,0.2,Iris-setosa
8153,5.5,3.7,1.8,0.5,Iris-setosa
8154,4.9,3.6,1.4,0.3,Iris-setosa
8155,6.4,3.0,5.8,1.9,Iris-virginica
8156,5.6,4.0,1.4,0.4,Iris-setosa
8157,5.0,3.1,1.5,0.3,Iris-setosa
8158,5.0,3.4,1.6,0.3,Iris-setosa
8159,6.0,2.5,4.7,1.5,Iris-versicolor
8160,6.1,2.4,4.5,1.4,Iris-versicolor
8161,4.8,3.5,1.4,0.2,Iris-setosa
8162,5.9,2.6,4.3,1.4,Iris-versicolor
8163,5.4,2.7,4.3,1.8,Iris-virginica
8164,5.4,2.9,3.8,1.2,Iris-versicolor
8165,6.1,2.7,4.2,1.2,Iris-versicolor
8166,5.5,3.5,5.4,1.7,Iris-virginica
8167,5.0,3.2,1.3,0.1,Iris-setosa
8168,5.3,3.4,1.6,0.3,Iris-setosa
8169,6.3,3.1,5.5,2.4,Iris-virginica
8170,6.1,2.5,5.1,1.7,Iris-virginica
8171,5.3,3.0,1.7,0.1,Iris-setosa
8172,5.5,3.0,4.2,1.5,Iris-versicolor
8173,7.3,2.8,6.1,1.8,Iris-virginica
8174,6.6,2.6,5.9,1.9,Iris-virginica
8175,5.0,2.3,4.1,1.8,Iris-virginica
8176,7.0,3.5,5.2,1.7,Iris-versicolor
8177,7.6,3.4,6.6,2.1,Iris-virginica
8178,6.3,2.8,5.6,2.0,Iris-virginica
8179,5.9,2.7,4.3,1.4,Iris-versicolor
8180,5.7,2.7,4.8,2.1,Iris-virginica
8181,4.2,3.0,1.5,0.1,Iris-setosa
8182,5.6,2.5,5.0,1.8,Iris-virginica
8183,7.3,3.1,6.1,2.4,Iris-virginica
8184,4.7,3.2,1.5,0.3,Iris-setosa
8185,7.5,3.1,6.1,2.0,Iris-virginica
8186,6.7,3.6,5.8,2.4,Iris-virginica
8187,7.0,3.3,6.2,2.5,Iris-virginica
8188,6.1,3.1,4.6,1.5,Iris-versicolor
8189,6.6,2.9,5.5,1.9,Iris-virginica
8190,4.7,3.3,1.9,0.2,Iris-setosa
8191,5.2,3.3,1.2,0.2,Iris-setosa
8192,5.2,3.6,1.5,0.4,Iris-setosa
8193,4.2,2.8,1.2,0.1,Iris-setosa
8194,6.7,2.7,5.6,1.9,Iris-virginica
8195,4.9,3.0,1.3,0.1,Iris-setosa
8196,4.7,2.9,1.3,0.0,Iris-setosa
8197,6.5,3.0,5.4,1.9,Iris-virginica
8198,6.3,2.8,5.1,1.9,Iris-virginica
8199,7.2,2.7,5.9,1.6,Iris-virginica
8200,6.2,3.1,4.5,1.5,Iris-versicolor
8201,5.5,2.5,4.0,1.1,Iris-versicolor
8202,4.9,2.8,1.3,0.1,Iris-setosa
8203,6.8,3.1,5.5,2.3,Iris-virginica
8204,5.6,2.7,4.4,2.0,Iris-virginica
8205,6.3,2.7,5.6,2.0,Iris-virginica
8206,6.6,2.6,5.6,1.8,Iris-virginica
8207,5.8,2.9,4.7,1.8,Iris-virginica
8208,5.4,3.4,1.4,0.3,Iris-setosa
8209,5.5,2.4,4.5,1.9,Iris-virginica
8210,4.7,2.0,3.1,0.8,Iris-versicolor
8211,6.2,2.6,4.6,1.8,Iris-virginica
8212,4.7,3.1,1.6,0.3,Iris-setosa
8213,6.6,2.7,6.0,2.0,Iris-virginica
8214,6.0,2.9,4.7,1.5,Iris-versicolor
8215,6.6,2.8,5.6,1.9,Iris-virginica
8216,5.3,3.5,1.8,0.2,Iris-setosa
8217,4.5,3.2,1.6,0.2,Iris-setosa
8218,5.6,2.4,4.8,1.7,Iris-virginica
8219,6.2,2.9,4.3,1.1,Iris-versicolor
8220,7.0,3.1,4.6,1.5,Iris-versicolor
8221,4.8,3.4,1.4,0.2,Iris-setosa
8222,5.4,2.7,4.5,1.5,Iris-virginica
8223,5.8,2.3,4.4,1.2,Iris-versicolor
8224,7.1,2.7,5.9,1.6,Iris-virginica
8225,5.1,4.0,1.6,0.3,Iris-setosa
8226,5.1,3.7,1.6,0.4,Iris-setosa
8227,5.8,2.3,5.1,2.2,Iris-virginica
8228,4.7,3.3,1.4,0.3,Iris-setosa
8229,5.8,3.1,4.3,1.5,Iris-versicolor
8230,5.3,2.7,4.4,1.5,Iris-virginica
8231,6.3,2.6,4.2,1.2,Iris-versicolor
8232,5.4,3.8,1.4,0.3,Iris-setosa
8233,6.0,3.3,5.6,2.2,Iris-virginica
8234,6.4,3.1,5.3,1.9,Iris-virginica
8235,6.0,2.8,5.0,1.7,Iris-virginica
8236,5.1,2.8,3.7,1.2,Iris-versicolor
8237,4.9,3.2,1.7,0.3,Iris-setosa
8238,5.9,3.3,5.0,2.0,Iris-virginica
8239,4.3,2.4,3.8,2.1,Iris-virginica
8240,5.0,3.7,1.3,0.1,Iris-setosa
8241,5.2,3.4,1.7,0.1,Iris-setosa
8242,5.3,3.0,1.7,0.2,Iris-setosa
8243,5.2,2.8,1.6,0.2,Iris-setosa
8244,5.0,3.5,1.1,0.1,Iris-setosa
8245,4.8,2.9,1.8,0.3,Iris-setosa
8246,5.2,3.5,1.5,0.3,Iris-setosa
8247,5.6,2.6,3.9,1.1,Iris-versicolor
8248,6.6,3.1,5.6,2.0,Iris-virginica
8249,7.0,3.0,6.2,2.0,Iris-virginica
8250,4.8,3.3,1.2,0.2,Iris-setosa
8251,6.2,2.5,4.9,1.6,Iris-virginica
8252,6.0,2.9,4.8,1.7,Iris-versicolor
8253,6.4,3.5,5.4,2.3,Iris-virginica
8254,5.1,2.2,4.6,1.6,Iris-virginica
8255,6.3,3.1,5.0,2.1,Iris-virginica
8256,4.6,3.0,1.2,0.1,Iris-setosa
8257,5.3,3.6,1.3,0.3,Iris-setosa
8258,4.6,2.8,1.4,0.2,Iris-setosa
8259,5.5,2.9,3.9,1.3,Iris-versicolor
8260,7.0,3.5,5.7,2.1,Iris-virginica
8261,5.1,3.0,3.5,1.4,Iris-versicolor
8262,7.6,3.2,6.4,1.9,Iris-virginica
8263,6.3,2.9,4.1,1.3,Iris-versicolor
8264,5.2,3.6,1.3,0.4,Iris-setosa
8265,5.4,2.6,4.9,1.6,Iris-virginica
8266,5.1,3.6,1.4,0.3,Iris-setosa
8267,6.0,3.7,5.3,2.2,Iris-virginica
8268,5.3,2.6,3.8,1.2,Iris-versicolor
8269,5.5,2.0,3.9,1.1,Iris-versicolor
8270,6.4,3.3,5.0,1.5,Iris-versicolor
8271,5.2,3.3,1.5,0.3,Iris-setosa
8272,6.8,3.0,4.5,1.4,Iris-versicolor
8273,6.9,3.2,5.8,1.8,Iris-virginica
8274,5.8,2.5,3.9,1.2,Iris-versicolor
8275,6.2,2.3,4.0,1.2,Iris-versicolor
8276,7.0,3.4,6.0,2.0,Iris-virginica
8277,5.0,3.4,1.3,0.2,Iris-setosa
8278,5.5,2.9,5.0,2.3,Iris-virginica
8279,6.0,2.8,4.2,1.3,Iris-versicolor
8280,6.7,3.2,5.2,2.3,Iris-virginica
8281,4.7,3.1,1.5,0.2,Iris-setosa
8282,5.5,2.7,4.7,1.7,Iris-virginica
8283,6.7,3.2,5.0,1.7,Iris-versicolor
8284,5.0,3.7,1.7,0.2,Iris-setosa
8285,6.1,2.4,5.0,1.8,Iris-virginica
8286,6.8,3.7,5.6,2.2,Iris-virginica
8287,5.9,3.0,5.3,2.1,Iris-virginica
8288,6.7,2.9,5.6,2.1,Iris-virginica
8289,5.3,2.5,4.6,1.9,Iris-virginica
8290,7.1,3.6,6.0,2.4,Iris-virginica
8291,7.2,3.2,6.5,1.7,Iris-virginica
8292,4.4,3.1,1.4,0.2,Iris-setosa
8293,5.5,2.2,4.0,1.1,Iris-versicolor
8294,6.6,3.1,5.1,1.7,Iris-versicolor
8295,5.2,3.0,1.5,0.2,Iris-setosa
8296,7.4,3.3,6.0,2.4,Iris-virginica
8297,6.7,2.7,5.8,1.6,Iris-virginica
8298,5.6,2.6,4.5,1.4,Iris-versicolor
8299,5.0,1.9,4.1,1.2,Iris-versicolor
8300,6.4,3.4,4.8,1.4,Iris-versicolor
8301,4.5,2.6,1.5,0.3,Iris-setosa
8302,4.7,2.7,4.1,1.5,Iris-virginica
8303,6.1,2.7,5.4,1.8,Iris-virginica
8304,6.3,2.9,5.2,2.2,Iris-virginica
8305,6.8,3.0,5.7,1.6,Iris-virginica
8306,6.7,3.4,5.3,1.7,Iris-versicolor
8307,6.1,3.3,4.2,1.5,Iris-versicolor
8308,5.4,4.1,1.5,0.4,Iris-setosa
8309,6.1,3.3,4.1,1.3,Iris-versicolor
8310,4.6,3.1,1.5,0.3,Iris-setosa
8311,5.7,4.1,1.1,0.3,Iris-setosa
8312,6.2,2.4,4.0,1.1,Iris-versicolor
8313,5.6,2.5,4.2,1.4,Iris-versicolor
8314,4.5,2.9,1.5,0.3,Iris-setosa
8315,7.3,3.0,6.3,1.6,Iris-virginica
8316,6.6,3.0,6.0,2.5,Iris-virginica
8317,6.6,3.3,5.9,2.1,Iris-virginica
8318,5.0,3.4,1.7,0.2,Iris-setosa
8319,5.0,2.5,4.4,1.4,Iris-virginica
8320,4.9,3.1,1.4,0.3,Iris-setosa
8321,6.1,2.7,5.6,2.1,Iris-virginica
8322,5.2,2.7,4.4,1.8,Iris-virginica
8323,5.5,2.5,4.8,2.1,Iris-virginica
8324,6.4,3.0,3.8,1.3,Iris-versicolor
8325,6.2,4.3,1.7,0.4,Iris-setosa
8326,5.6,4.3,1.5,0.2,Iris-setosa
8327,7.5,3.6,5.8,2.4,Iris-virginica
8328,5.2,3.4,1.3,0.3,Iris-setosa
8329,4.7,2.7,3.3,1.2,Iris-versicolor
8330,7.1,3.2,6.2,1.6,Iris-virginica
8331,5.1,3.4,1.6,0.1,Iris-setosa
8332,5.3,3.7,1.5,0.3,Iris-setosa
8333,6.2,3.0,5.6,2.1,Iris-virginica
8334,5.3,2.6,4.3,1.3,Iris-versicolor
8335,5.6,2.8,3.6,1.1,Iris-versicolor
8336,5.0,3.2,1.5,0.2,Iris-setosa
8337,5.1,3.6,1.5,0.4,Iris-setosa
8338,5.6,2.6,4.9,1.6,Iris-virginica
8339,5.2,3.8,1.5,0.4,Iris-setosa
8340,5.4,3.8,1.7,0.0,Iris-setosa
8341,5.9,2.7,4.3,1.3,Iris-versicolor
8342,6.6,2.8,5.6,1.8,Iris-virginica
8343,5.8,2.9,4.4,1.5,Iris-versicolor
8344,6.7,2.9,5.6,1.9,Iris-virginica
8345,6.2,3.0,4.4,1.5,Iris-versicolor
8346,6.1,3.4,5.8,2.6,Iris-virginica
8347,7.7,3.2,6.9,2.0,Iris-virginica
8348,4.5,2.7,1.1,0.2,Iris-setosa
8349,7.2,3.5,4.7,1.4,Iris-versicolor
8350,6.0,2.8,4.8,1.8,Iris-virginica
8351,5.2,3.8,1.4,0.1,Iris-setosa
8352,6.6,2.6,5.4,1.3,Iris-virginica
8353,5.9,2.9,4.6,2.0,Iris-virginica
8354,5.9,2.6,4.8,1.7,Iris-virginica
8355,6.0,2.8,3.6,1.2,Iris-versicolor
8356,5.6,2.6,4.1,1.3,Iris-versicolor
8357,5.3,3.4,1.5,0.3,Iris-setosa
8358,6.6,2.8,5.8,1.6,Iris-virginica
8359,6.4,2.5,5.4,1.9,Iris-virginica
8360,6.2,2.9,5.3,2.3,Iris-virginica
8361,6.1,3.0,4.7,1.4,Iris-versicolor
8362,6.4,3.1,5.0,1.6,Iris-versicolor
8363,6.5,2.8,4.3,1.4,Iris-versicolor
8364,5.1,3.5,1.5,0.1,Iris-setosa
8365,7.3,3.2,5.6,2.5,Iris-virginica
8366,8.1,2.9,6.3,1.6,Iris-virginica
8367,5.4,2.6,4.2,1.8,Iris-virginica
8368,6.3,2.7,5.1,2.0,Iris-virginica
8369,5.6,3.8,4.3,2.3,Iris-virginica
8370,5.7,2.2,3.9,1.2,Iris-versicolor
8371,4.7,3.0,1.4,0.3,Iris-setosa
8372,5.2,3.6,1.6,0.3,Iris-setosa
8373,6.1,3.2,4.0,1.5,Iris-versicolor
8374,6.3,2.4,4.5,1.2,Iris-versicolor
8375,4.8,2.0,3.0,0.7,Iris-versicolor
8376,6.6,3.1,6.0,2.3,Iris-virginica
8377,5.1,3.4,1.2,0.1,Iris-setosa
8378,7.2,3.5,6.2,1.9,Iris-versicolor
8379,5.4,2.8,3.6,1.1,Iris-versicolor
8380,6.9,3.1,5.3,1.7,Iris-virginica
8381,7.7,3.3,6.5,2.0,Iris-virginica
8382,6.4,2.9,5.1,1.8,Iris-virginica
8383,6.4,3.1,5.0,2.1,Iris-virginica
8384,6.7,3.4,5.4,2.0,Iris-virginica
8385,5.2,3.4,1.6,0.3,Iris-setosa
8386,5.1,3.2,1.2,0.3,Iris-setosa
8387,5.8,4.7,1.6,0.4,Iris-setosa
8388,5.8,2.9,4.7,1.4,Iris-versicolor
8389,4.7,3.0,1.2,0.3,Iris-setosa
8390,6.3,3.0,5.9,1.9,Iris-virginica
8391,5.8,2.3,4.3,1.2,Iris-versicolor
8392,5.4,2.3,3.3,1.3,Iris-versicolor
8393,5.1,3.6,1.8,0.2,Iris-setosa
8394,6.4,3.2,4.9,1.5,Iris-versicolor
8395,4.4,3.0,1.3,0.1,Iris-setosa
8396,5.1,4.0,1.4,0.4,Iris-setosa
8397,5.6,2.7,3.9,1.4,Iris-versicolor
8398,5.5,3.6,2.0,0.2,Iris-setosa
8399,7.0,3.1,5.5,2.0,Iris-virginica
8400,4.6,3.3,1.4,0.2,Iris-setosa
8401,5.1,3.4,1.8,0.4,Iris-setosa
8402,7.0,2.8,5.6,1.7,Iris-virginica
8403,5.0,3.4,1.7,0.3,Iris-setosa
8404,5.3,3.8,1.6,0.4,Iris-setosa
8405,5.1,3.3,1.5,0.2,Iris-setosa
8406,5.8,2.3,4.2,1.3,Iris-versicolor
8407,5.8,2.7,4.7,1.3,Iris-versicolor
8408,7.0,2.7,6.0,1.9,Iris-virginica
8409,6.0,2.7,4.2,1.3,Iris-versicolor
8410,5.2,3.4,1.5,0.3,Iris-setosa
8411,5.2,3.4,1.3,0.3,Iris-setosa
8412,6.9,3.3,5.2,1.8,Iris-versicolor
8413,6.1,2.9,5.1,2.0,Iris-virginica
8414,4.5,3.2,1.4,0.2,Iris-setosa
8415,6.0,2.6,4.1,1.2,Iris-versicolor
8416,6.6,3.0,6.1,1.9,Iris-virginica
8417,6.3,3.2,5.2,2.1,Iris-virginica
8418,7.2,3.2,4.8,1.6,Iris-versicolor
8419,6.1,2.9,5.6,1.9,Iris-virginica
8420,5.5,2.3,4.0,1.2,Iris-versicolor
8421,5.2,2.8,4.1,1.3,Iris-versicolor
8422,5.6,4.0,1.3,0.3,Iris-setosa
8423,4.7,3.7,1.3,0.1,Iris-setosa
8424,4.6,3.1,1.7,0.0,Iris-setosa
8425,5.1,2.6,4.1,1.1,Iris-versicolor
8426,5.7,2.6,4.3,1.5,Iris-versicolor
8427,6.1,2.8,5.6,1.8,Iris-virginica
8428,5.6,2.7,5.3,2.1,Iris-virginica
8429,7.2,3.6,6.3,2.6,Iris-virginica
8430,6.5,3.0,4.4,1.3,Iris-versicolor
8431,5.3,2.5,3.6,1.1,Iris-versicolor
8432,5.2,3.9,1.6,0.4,Iris-setosa
8433,6.7,2.9,6.0,2.0,Iris-virginica
8434,5.1,3.4,1.4,0.3,Iris-setosa
8435,6.2,3.0,4.9,1.5,Iris-versicolor
8436,6.4,2.9,5.5,1.9,Iris-virginica
8437,7.3,2.9,6.3,2.1,Iris-virginica
8438,4.6,3.1,1.4,0.3,Iris-setosa
8439,6.3,2.9,4.1,1.1,Iris-versicolor
8440,5.4,3.5,1.4,0.3,Iris-setosa
8441,7.2,3.5,6.0,2.4,Iris-virginica
8442,5.2,3.7,1.7,0.3,Iris-setosa
8443,4.9,3.3,1.5,0.2,Iris-setosa
8444,5.6,2.5,4.0,1.4,Iris-versicolor
8445,4.6,2.5,1.3,0.2,Iris-setosa
8446,6.5,3.0,5.3,2.1,Iris-virginica
8447,6.1,2.9,4.1,1.2,Iris-versicolor
8448,4.7,3.4,1.5,0.4,Iris-setosa
8449,6.1,2.5,4.9,1.6,Iris-virginica
8450,5.8,2.8,4.6,1.4,Iris-versicolor
8451,8.0,3.6,6.5,2.8,Iris-virginica
8452,4.6,3.5,1.5,0.3,Iris-setosa
8453,4.8,3.7,1.7,0.3,Iris-setosa
8454,6.2,2.8,3.9,1.0,Iris-versicolor
8455,5.7,2.4,4.0,1.1,Iris-versicolor
8456,5.1,3.7,1.7,0.3,Iris-setosa
8457,5.3,2.7,3.5,1.1,Iris-versicolor
8458,6.3,3.0,4.2,1.4,Iris-versicolor
8459,6.5,2.7,4.4,1.4,Iris-versicolor
8460,4.0,2.7,1.4,0.1,Iris-setosa
8461,6.7,2.8,5.7,2.2,Iris-virginica
8462,5.2,3.5,1.5,0.3,Iris-setosa
8463,6.3,2.9,4.9,1.7,Iris-virginica
8464,5.9,2.8,4.5,1.6,Iris-versicolor
8465,5.5,3.7,1.6,0.2,Iris-setosa
8466,6.6,3.2,4.6,2.4,Iris-virginica
8467,4.9,3.6,1.6,0.1,Iris-setosa
8468,7.5,3.0,6.0,1.8,Iris-virginica
8469,5.2,3.5,1.3,0.2,Iris-setosa
8470,5.9,2.4,4.2,1.2,Iris-versicolor
8471,5.7,2.9,4.6,1.5,Iris-versicolor
8472,5.4,3.7,1.2,0.2,Iris-setosa
8473,6.2,2.9,4.3,1.4,Iris-versicolor
8474,5.2,3.9,1.5,0.1,Iris-setosa
8475,6.9,2.9,6.2,1.7,Iris-virginica
8476,6.5,2.6,5.0,1.5,Iris-versicolor
8477,6.9,3.2,5.9,1.9,Iris-virginica
8478,5.1,3.5,1.5,0.2,Iris-setosa
8479,5.8,2.4,4.1,1.4,Iris-versicolor
8480,4.7,3.1,1.6,0.2,Iris-setosa
8481,5.2,3.8,1.4,0.1,Iris-setosa
8482,6.0,3.0,5.0,2.3,Iris-virginica
8483,5.5,2.9,4.8,1.6,Iris-versicolor
8484,5.9,2.6,4.0,1.2,Iris-versicolor
8485,4.7,3.1,1.4,0.4,Iris-setosa
8486,5.1,3.6,1.2,0.3,Iris-setosa
8487,7.0,2.9,6.2,2.3,Iris-virginica
8488,6.0,2.7,4.5,1.4,Iris-versicolor
8489,6.7,3.0,5.5,1.7,Iris-virginica
8490,5.9,2.7,4.2,1.4,Iris-versicolor
8491,6.4,3.3,5.4,2.6,Iris-virginica
8492,5.3,3.5,1.5,0.3,Iris-setosa
8493,5.1,3.8,1.6,0.2,Iris-setosa
8494,5.3,3.7,1.3,0.3,Iris-setosa
8495,5.5,3.7,1.6,0.2,Iris-setosa
8496,5.0,3.7,1.7,0.2,Iris-setosa
8497,4.7,3.0,1.5,0.3,Iris-setosa
8498,5.2,3.5,1.5,0.3,Iris-setosa
8499,6.2,2.4,5.4,1.6,Iris-virginica
8500,7.3,3.0,4.9,1.5,Iris-versicolor
8501,6.5,3.0,5.0,1.4,Iris-versicolor
8502,6.7,2.9,4.9,1.5,Iris-versicolor
8503,5.0,3.6,1.6,0.4,Iris-setosa
8504,4.4,2.9,1.6,0.1,Iris-setosa
8505,5.3,3.0,4.4,2.2,Iris-virginica
8506,4.6,3.2,1.4,0.4,Iris-setosa
8507,4.6,3.3,1.4,0.3,Iris-setosa
8508,4.7,3.0,1.7,0.3,Iris-setosa
8509,5.4,2.9,3.9,1.1,Iris-versicolor
8510,6.9,3.1,6.6,2.1,Iris-virginica
8511,4.8,3.0,4.3,2.2,Iris-virginica
8512,5.8,2.5,4.8,2.0,Iris-virginica
8513,4.5,2.5,1.6,0.3,Iris-setosa
8514,4.5,2.8,1.6,0.2,Iris-setosa
8515,4.5,3.3,1.3,0.2,Iris-setosa
8516,5.0,3.4,1.4,0.2,Iris-setosa
8517,6.5,2.8,5.3,1.7,Iris-virginica
8518,4.4,3.0,1.6,0.2,Iris-setosa
8519,5.2,3.4,1.3,0.3,Iris-setosa
8520,7.2,3.1,5.8,2.0,Iris-virginica
8521,7.2,2.9,6.4,1.8,Iris-virginica
8522,5.4,3.9,1.5,0.1,Iris-setosa
8523,6.4,2.9,4.9,1.5,Iris-versicolor
8524,5.1,3.4,1.2,0.3,Iris-setosa
8525,6.4,3.2,5.2,2.6,Iris-virginica
8526,6.2,2.8,4.4,1.3,Iris-versicolor
8527,5.2,3.8,1.5,0.3,Iris-setosa
8528,6.3,2.7,5.7,2.3,Iris-virginica
8529,4.7,2.7,1.3,0.1,Iris-setosa
8530,5.8,3.1,4.9,1.9,Iris-virginica
8531,5.5,2.5,4.1,1.4,Iris-versicolor
8532,5.4,3.4,1.4,0.2,Iris-setosa
8533,5.0,3.7,1.3,0.3,Iris-setosa
8534,6.4,3.1,5.0,1.5,Iris-versicolor
8535,6.5,2.8,5.1,2.0,Iris-virginica
8536,4.8,3.4,1.4,0.3,Iris-setosa
8537,5.8,3.0,4.4,1.5,Iris-versicolor
8538,6.3,2.5,4.7,1.2,Iris-versicolor
8539,6.6,3.1,5.4,2.1,Iris-virginica
8540,6.9,2.9,6.0,2.4,Iris-virginica
8541,7.4,3.0,6.3,2.1,Iris-virginica
8542,5.5,2.3,3.9,1.1,Iris-versicolor
8543,6.7,3.3,4.4,1.6,Iris-versicolor
8544,5.5,4.0,1.4,0.3,Iris-setosa
8545,6.8,3.1,6.1,2.0,Iris-virginica
8546,5.9,2.6,4.8,1.6,Iris-virginica
8547,5.1,3.4,1.4,0.3,Iris-setosa
8548,5.9,2.7,4.4,1.3,Iris-versicolor
8549,6.4,3.9,5.5,2.3,Iris-virginica
8550,6.3,3.0,5.7,1.9,Iris-virginica
8551,6.8,3.0,5.2,2.0,Iris-virginica
8552,4.7,3.0,1.5,0.0,Iris-setosa
8553,4.5,2.7,1.3,0.2,Iris-setosa
8554,4.9,3.5,1.6,0.3,Iris-setosa
8555,5.5,3.7,1.8,0.4,Iris-setosa
8556,6.0,2.9,4.9,2.3,Iris-virginica
8557,5.3,3.8,1.6,0.4,Iris-setosa
8558,6.4,3.2,4.1,1.2,Iris-versicolor
8559,5.6,2.7,3.3,1.2,Iris-versicolor
8560,7.2,3.1,4.8,1.4,Iris-versicolor
8561,4.6,3.0,1.6,0.2,Iris-setosa
8562,6.0,3.1,4.1,1.2,Iris-versicolor
